NIDID,State,Latitude,Longitude,Year_Completed,Reservoir_Age,Hydraulic_Height,NID_Height,Maximum_Discharge,Maximum_Storage,Normal_Storage,NID_Storage,Surface_Area_km2,Size_Class,Drainage_Area_km2,Reservoir_Perimeter_km,Shoreline_Development_Index,Mean_Depth,Index_of_Basin_Permanence,Development_of_Volume,Maximum_Depth_in_ft_as_Hydraulic,Mean_Depth_Max_Depth_Ratio_Depth,Mean_Q,Catchment_Area_Surface_Area_Rati,Relative_Depth_as_percent_of_the,Surface_Area_Lake_Volume_Ratio,Lake_Volume_m3,AreaSqKm,Elevation,MEANV,STRAHLER,NUTCODE,PSEWER,PSEPTIC,POTHER,WATER,WETLANDS,URBGRASS,LURBAN,HURBAN,COMM,FORESTD,FORESTE,FORESTM,SHRUB,GRASS,PASTURE,CROPS,ORCHARDS,BARREN,TNLOADB,TPLOADB,TNYLDB,TPYLDB,TNCONCB,TPCONCB,TNLOADBW,TNYLDBW,TNCONCBW,TNLOAD,TPLOAD,TNYLD,TPYLD,TNCONC,TPCONC,TNPOINT,TPPOINT,TNFERT,TPFERT,TNATMOS,TNFOREST,TPFOREST,TNBARREN,TPBARREN,TNSHRUB,TPSHRUB,TNGRASS,TPGRASS,TNMAN,TPMAN,TNDFRAC,TPDFRAC,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,CLUSID,CONN_TR,X_NUTRI,ALGAE,SEDIMEN,SHOREER,NOCOVES,N_ALLOC,WS_AGRI,WS_ANIM,WS_LOGS,WS_MINE,WS_URBN,N_NUTRI,IN_TURB,OR_TURB,VAR_TUR,THERMAL,CONTAMN,POLL_PS,POLLNPS,total_impairment,WSA9,WSA9_NAME,Poll_clus
AL01981,AL,33.21,-87.585,1992,23,49,67,52000,13800,12340,13800,3.1970194,Small,12486.34179,38.55952462,6.0835058,17.46831433,2.533287028,1.069488632,49,0.356496211,7770.94,3905.620253,0.263899742,0.210038061,15.2211432,2.488,37.5,2.73,4,9,63,36,1,1.5,0.2,0.5,1.6,0.4,0.9,34.6,16.8,26.1,0,0,10.1,5,0,2.1,1011362,142701,81,11,0.13,0.02,1348868,108,0.17,9417506,744391,756,60,1.38,0.11,19,21,16,6,20,17,17,2,1,0,0,0,0,27,54,0.90967,0.78141,17.27383423,13.1716671,39.78393936,770.6500854,33.40000153,0.291999996,33.10800171,9.232000351,22.7393322,26.56200027,7.549333572,1444,161,90,18.22472,433,276,338,402,CPL 3,1,3,1,1,1,1,1,1,1,2,2,3,0,1,1,2,1,2,3,3,31,CPL,Coastal Plains,5
AL07702,AL,34.795,-87.625,1924,91,103,137,671000,640200,587000,640200,60.7029,Medium,79642.1925,229.4070107,8.306094297,42.67990202,0.316837423,1.243103942,103,0.414367981,322.517,1312,0.147971916,0.083837675,724.05276,62.867,154.8,1.26,2,9,20,76,4,0.8,3.9,0.1,0.1,0,0.2,26.7,5,13.4,0,0,26.2,23.1,0,0.5,59399,17823,91,27,0.15,0.04,81807,126,0.2,686266,85087,1054,131,2.39,0.31,3,3,49,23,18,7,8,0,0,0,0,0,0,23,65,0.8571,0.53255,15.69066715,12.77066708,37.75622559,801.9243164,32.37200165,-1.452000022,33.82400131,15.48866653,21.44133377,25.31866646,5.480000019,1433,158,83,17.84794044,416,278,310,386,SAP 1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,0,0,2,3,25,SAP,Southern Appalachians,1
AL01430,AL,32.52,-87.88,1955,60,59,63,88000,150000,120000,150000,40.4686,Medium,39846.99615,379.3976372,16.82404506,14.99996556,2.563192737,0.762710113,59,0.254236704,26734.4,984.64,0.06369301,0.273403974,148.0176,25.219,,3.92,5,9,62,37,1,1.3,7.9,0.3,0.7,0.2,0.5,25.1,17.1,21.9,0,0,11.9,10.2,0,2.8,3054752,904503,63,19,0.12,0.03,4138468,86,0.16,26288697,2302129,546,48,1.11,0.1,11,11,31,12,24,16,25,3,5,0,0,0,0,15,47,0.97682,0.94446,17.57816696,13.40966702,41.43389893,734.3502808,33.31200027,0.948000014,32.36399841,9.915333748,22.84200096,26.39599991,8.324000359,1408,161,83,20.34986496,433,271,319,406,CPL 3,2,2,1,3,3,2,0,2,2,2,1,1,0,1,2,2,1,1,1,1,30,CPL,Coastal Plains,2
AL01431,AL,31.75667,-88.12833,1962,53,52,60,71000,190800,190800,190800,34.39831,Medium,47699.84583,379.3976372,18.24823899,22.44700729,1.612070903,1.295019651,52,0.431673217,26734.4,1386.691765,0.103383325,0.146159357,235.347984,25.219,,3.92,5,9,62,37,1,1.3,7.9,0.3,0.7,0.2,0.5,25.1,17.1,21.9,0,0,11.9,10.2,0,2.8,3054752,904503,63,19,0.12,0.03,4138468,86,0.16,26288697,2302129,546,48,1.11,0.1,11,11,31,12,24,16,25,3,5,0,0,0,0,15,47,0.97682,0.94446,18.19350052,13.98033333,43.81450653,699.1002197,33.58399963,1.675999999,31.90799904,10.93133354,23.25266647,26.54133224,9.368666649,1520,173,78,21.05322456,464,281,363,443,CPL 4,3,4,2,4,4,4,1,3,3,4,1,2,1,4,4,4,3,3,3,4,61,CPL,Coastal Plains,6
AL01436,AL,31.615,-87.55,1969,46,35,100,665500,96360,96360,96360,23.674131,Medium,55614.85527,0,0,16.47175706,0,1.411864891,35,0.47062163,,2349.182906,0.091445746,0.199179732,118.8581328,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.26049995,13.62433338,43.66773224,688.0979614,33.33200073,2.131999969,31.20000076,11.01933289,18.98133278,26.42866707,9.574000359,1500,175,71,21.44860458,461,276,372,428,CPL 4,3,2,1,4,4,4,1,4,1,4,1,2,0,3,3,3,2,3,3,4,52,CPL,Coastal Plains,8
AR00157,AR,35.10167,-93.64333,1947,68,81,115,76300,258000,25000,258000,11.7763626,Medium,1263.91512,59.58805885,4.898335688,88.65959028,1.932355899,3.283688529,81,1.094562843,624.267,107.3264605,0.697879978,0.38189067,30.837,12.035,,1.68,2,9,53,45,2,1.1,0.3,0,0.1,0,0.1,44.7,6.4,21.7,0,0,24.6,0.7,0,0.1,63229,23490,44,16,0.13,0.05,104292,72,0.21,465716,48009,323,33,0.84,0.09,5,2,12,3,30,19,20,0,0,0,0,0,0,33,75,0.8904,0.91558,15.75983334,13.21833324,36.40210724,848.8554688,33.79600143,-2.516000032,36.31200027,15.65200043,4.951333046,25.95466614,4.951333046,1206,140,66,20.18447876,365,250,271,250,SAP 1,1,1,1,2,1,2,2,1,1,1,1,1,2,4,1,4,1,1,0,1,29,SAP,Southern Appalachians,2
AR01422,AR,35.23336,-92.60009,1983,32,0,83,41000,23500,18000,23500,4.7145919,Small,94.275636,21.31726117,2.769518333,20.17162751,0.960122813,,0,,72.0388,19.99656652,0.250945545,0.212343753,22.20264,4.578,,0.85,1,9,100,0,0,2.7,1.3,0,0,0,0,42.8,5.6,8.2,0,0,38.3,1,0,0,15419,4284,99,28,0.18,0.05,21172,137,0.25,92216,12833,595,83,1.45,0.21,4,3,31,10,20,12,12,0,0,0,0,0,0,33,75,0.87088,0.90121,15.87666702,13.20733356,36.48837662,853.8242798,33.74000168,-2.45600009,36.19600296,15.83733368,25.51866722,26.17266655,5.039333344,1247,135,72,19.56923294,378,261,263,279,SAP 1,2,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,15,SAP,Southern Appalachians,1
AR00160,AR,36.36333,-92.57333,1951,64,238,282,500000,5408000,3048000,5408000,1838.893184,Large,15703.10937,1211.714167,7.971073713,11.90138113,0.322294661,0.150017409,238,0.050005803,6114.4,8.53943662,0.007496865,0.48911325,3759.64704,182.104,,2.51,4,11,59,39,2,3.9,0.4,0.2,0.9,0.4,0.3,40.7,10.2,7.3,0.4,0.5,33.3,1.2,0,0.2,535741,93828,34,6,0.1,0.02,811922,51,0.15,4802519,224580,304,14,0.89,0.05,11,7,15,13,23,15,16,0,0,0,0,0,0,35,64,0.90606,0.92704,14.56116676,13.62033272,36.6571579,863.1148071,33.04800034,-4.107999802,37.15599823,14.24066639,3.607333422,24.97866631,3.607333422,1105,124,58,20.04332161,333,224,255,224,SAP 1,0,0,0,0,1,0,1,0,3,1,1,2,1,0,0,0,0,0,0,1,11,SAP,Southern Appalachians,1
AR01460,AR,33.93333,-91.7667,1989,26,0,27,3785,22600,9800,22600,6.5559132,Small,54.38979,16.86910467,1.858533213,13.95058526,1.395512867,,0,,,8.296296296,0.14717581,0.542344209,12.088104,7.019,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.98566628,12.28066635,36.11536026,811.4150391,33.73199844,-0.272000015,34.0039978,16.92333412,26.04333305,26.67866516,6.592000008,1329,137,79,16.49644279,379,268,280,355,CPL 3,5,3,1,2,2,1,0,2,1,1,0,1,1,1,1,1,0,0,2,1,26,CPL,Coastal Plains,2
AR00534,AR,34.43349,-93.01683,1932,83,110,115,184000,190600,190560,190600,29.137392,Medium,924.62643,303.7840355,15.87575908,26.47216145,1.292412325,0.72196804,110,0.240656013,1877.95,31.73333333,0.132472175,0.123961499,235.0519488,27.005,,2.07,3,11,97,3,0,5.6,0.2,0,0.2,0,0.2,46.2,13.1,23.2,0,0,10.4,0.1,0,0.9,221333,29663,75,10,0.15,0.02,346229,117,0.24,1279918,41917,434,14,0.77,0.03,2,4,2,2,42,27,32,1,2,0,0,0,0,25,61,0.73948,0.51107,16.37899971,13.42333317,37.94903564,817.6049194,33.94400024,-1.427999973,35.37200165,16.2373333,22.24066734,26.25066757,6.027999878,1411,153,85,18.38594055,426,301,316,313,SAP 1,0,1,1,2,1,2,1,0,1,1,0,4,2,1,1,1,1,2,2,2,26,SAP,Southern Appalachians,2
AR00166,AR,34.41167,-92.10333,1968,47,30,61,459000,68500,61300,68500,27.0330248,Medium,410622.1946,0,0,10.25446748,0,1.025446748,30,0.341815583,,15189.65269,0.05327536,0.357521411,75.612324,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.62249947,11.75500011,34.62240601,819.6107178,33.29199982,-0.660000026,33.95199966,16.69333267,25.7480011,26.45866776,6.128666878,1313,132,82,16.67478943,386,269,275,327,CPL 4,2,2,2,4,3,3,1,3,2,2,0,2,0,2,1,2,1,2,1,2,37,CPL,Coastal Plains,8
AR00632,AR,34.16684,-92.61675,1964,51,27,40,4500,1400,1400,1400,1.0521836,Small,0,0,0,5.384603023,0,0.598289225,27,0.199429742,,0,0.141797486,0.609300284,1.726872,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.55766678,13.02600002,37.6169548,808.4563599,33.68400192,-0.944000006,34.62800217,16.56200027,22.2373333,26.31200027,6.304666996,1340,138,80,15.85634232,394,286,287,328,CPL 3,1,2,1,2,2,2,0,1,0,2,0,1,3,3,3,3,0,2,1,1,30,CPL,Coastal Plains,2
AR00162,AR,35.25,-93.16667,1969,46,55,90,1500000,486200,420900,486200,138.807298,Large,398089.233,685.6326102,16.41648622,14.17489457,1.320627777,0.773176068,55,0.257725356,32436.4,2867.927697,0.032499321,0.267362973,519.171732,137.753,103,2.49,6,9,73,26,1,1.1,0.5,0.1,0.6,0.2,0.4,7.6,4.1,0.8,5.9,47.2,10.8,20.5,0,0.4,2691443,918748,7,2,0.08,0.03,4610382,12,0.13,49602245,5015344,130,13,1.71,0.18,13,12,41,19,23,5,8,0,0,0,1,3,16,14,45,0.91288,0.80175,15.83633327,13.55799961,37.15335083,854.5336914,33.90399933,-2.587999821,36.49200058,15.7680006,25.51533318,26.15933228,5.012000084,1202,139,66,20.35743523,370,258,265,258,SAP 3,4,4,4,4,4,3,1,4,4,2,1,3,0,1,1,3,2,1,3,4,53,SAP,Southern Appalachians,5
AR00172,AR,34.66667,-92.155,1968,47,25,51,340000,59600,49500,59600,19.0607106,Medium,409964.3371,177.6597258,11.47927169,12.65389876,2.909723198,1.518467852,25,0.506155951,41016.3,21508.3482,0.078291644,0.312177628,61.05726,18.021,,2.73,6,10,72,27,1,1.2,0.6,0.1,0.6,0.2,0.4,8.7,4.5,1.5,5.7,45.3,11.3,19.8,0,0.4,3890912,1195248,10,3,0.09,0.03,6390070,16,0.15,50090527,4675797,125,12,1.37,0.13,13,10,37,15,23,7,9,0,0,0,1,3,12,17,53,0.95908,0.96539,16.55850029,12.01633263,34.69719696,839.0656738,33.59999847,-1.032000065,34.63199997,16.54333305,25.89599991,26.65333366,5.873333454,1293,134,80,18.3620472,388,264,268,307,CPL 4,3,3,1,3,3,3,1,3,2,2,1,4,1,2,2,1,1,3,3,3,45,CPL,Coastal Plains,5
AR00165,AR,35.125,-92.78667,1969,46,26,57,518000,70400,48800,70400,22.9052276,Medium,401316.3605,0,0,12.43813399,0,1.435169307,26,0.478389769,,17520.73498,0.070201845,0.380524547,60.193824,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.06200027,13.31533337,36.6530838,854.3782959,33.95600128,-2.371999979,36.32800293,16.04999924,25.66666794,26.35200119,5.218666553,1243,142,70,20.91483498,385,258,264,277,SAP 3,3,2,1,5,4,5,1,2,2,1,1,2,0,2,2,3,1,1,2,3,43,SAP,Southern Appalachians,8
AR00151,AR,34.22,-93.11,1969,46,238,243,67000,1377100,654700,1377100,54.227924,Medium,1173.26547,300.9500768,11.52863423,102.7684208,0.3726662,1.295400262,238,0.431800087,12.9959,21.6358209,0.376971742,0.067150388,807.559356,46.66,,0.25,2,9,66,33,1,4.1,0.3,0,0.1,0,0.3,47.4,16.9,18.1,0,0,12,0.2,0,0.6,13662,3495,11,3,0.02,0.01,21239,18,0.03,29669,1983,24,2,2.69,0.18,5,8,8,5,49,30,61,0,0,0,0,0,0,8,26,0.65334,0.7186,16.30800056,13.0953331,37.88720703,806.1937256,33.5039978,-1.060000062,34.56399918,16.08133316,22.14466667,26.04533386,6.130000114,1394,153,84,18.31907845,418,296,306,317,SAP 1,1,1,1,1,2,1,2,0,1,2,0,2,3,1,1,1,0,2,1,1,24,SAP,Southern Appalachians,1
AR01201,AR,34.09833,-94.38167,1977,38,145,160,17500,370600,34900,370600,6.879662,Small,437.70831,0,0,217.9994995,0,4.510334473,145,1.503444824,,63.62352941,2.245083762,0.159812065,43.048452,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.30366707,13.46933365,38.0790863,816.1785889,33.59999847,-1.771999955,35.37199783,15.97200012,6.001999855,26.1313324,6.001999855,1338,167,70,23.09712029,424,279,285,279,SAP 1,0,2,3,2,1,1,3,0,2,1,0,0,2,1,0,0,0,0,3,0,21,SAP,Southern Appalachians,1
AR01202,AR,34.145,-94.1,1975,40,135,153,105000,159500,29700,159500,5.5037296,Small,295.25886,0,0,117.2791425,0,2.606203167,135,0.868734389,,53.64705882,1.350370186,0.150234103,36.634356,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04216576,13.13633347,37.65287018,813.359436,33.14799881,-1.74000001,34.88800049,15.78466702,5.775333405,25.84133339,5.775333405,1389,161,76,20.77980614,428,296,307,296,SAP 1,0,1,1,0,1,0,1,2,1,2,0,0,1,2,1,1,0,0,0,0,14,SAP,Southern Appalachians,1
AR00001,AR,34.78355,-92.85,1938,77,110,115,64911,63264,41799,63264,5.1799808,Small,111.36957,38.20612542,4.735477889,49.42488654,0.74102864,1.347951451,110,0.44931715,54.259,21.5,0.586600203,0.100468553,51.55823052,4.74,,0.75,1,11,19,81,0,0,0,0,0,0,0,39.3,33.8,26.4,0,0,0.1,0,0,0.4,6478,719,89,10,0.2,0.02,10112,139,0.31,29353,1372,402,19,0.61,0.03,2,4,0,0,54,43,94,1,2,0,0,0,0,0,0,0.50417,0.16499,15.62450027,12.90966606,36.80064392,822.1453247,33.00799942,-2.072000027,35.07999802,15.57733345,25.54466629,25.54466629,5.214666843,1368,147,82,18.62796783,420,292,292,307,SAP 1,1,1,1,1,1,2,1,0,1,3,0,1,4,1,1,1,0,3,1,1,25,SAP,Southern Appalachians,1
AR00167,AR,34.24833,-91.90333,1968,47,32,46,375000,77000,70400,77000,22.9861648,Medium,410922.6334,0,0,13.55630691,0,1.270903773,32,0.423634591,,17876.95775,0.07637808,0.264704756,86.836992,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.13583374,11.64966679,34.31620789,829.3094482,33.76800156,-0.180000007,33.94800186,17.22733307,26.27866745,27.06800079,6.541333199,1317,135,81,16.58740807,383,265,276,341,CPL 4,3,2,1,4,4,3,1,4,2,1,1,3,1,4,3,3,1,2,2,2,47,CPL,Coastal Plains,8
AR00004,AR,34.71669,-92.63353,1956,59,86,92,6416,5936,2240,5936,1.0724179,Small,0,18.6961411,5.092896391,22.39994858,6.766620913,0.781393555,86,0.260464518,,0,0.584286157,0.388135998,2.7629952,1.094,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.97083378,12.93900013,36.84645081,823.7456665,33.31200027,-1.803999901,35.11600113,16.02066612,25.91200066,25.91200066,5.504666805,1338,138,82,18.65511894,407,285,285,300,SAP 1,1,1,1,1,2,2,1,0,1,2,0,4,4,0,1,1,0,2,1,1,26,SAP,Southern Appalachians,1
AR01451,AR,34.61683,-92.88357,1986,29,0,49,79011,33937,23688,33937,3.60979912,Small,39.885846,28.74745994,4.268279506,38.04587678,0.983872838,,0,,49.3756,11.04932735,0.540912083,0.123544247,29.21867424,3.814,,0.72,1,11,97,3,0,13.2,0.5,1.7,0,0,0.2,30.3,34.5,12.2,0,0,7.1,0.2,0,0.1,3832,388,91,9,0.2,0.02,6028,144,0.31,19442,493,463,12,0.45,0.01,7,17,3,4,52,31,51,0,0,0,0,0,0,7,28,0.63237,0.357,15.99183273,13.33766651,37.63025284,822.0140991,33.56399918,-1.879999995,35.44400024,15.96333313,25.29533195,25.92533302,5.573333263,1400,145,81,18.52518654,426,305,306,308,SAP 1,1,1,0,1,1,1,2,1,1,1,0,3,3,0,0,0,0,2,0,1,19,SAP,Southern Appalachians,1
AR00013,AR,34.61666,-92.51688,1944,71,33,46.7,63545,10386,3683,10386,1.34355752,Small,56.461782,8.817313813,2.145868264,31.28306071,1.940896902,2.84391461,33,0.947971537,115.904,42.02409639,0.729023803,0.29574842,4.54290684,1.122,,1.04,1,9,99,1,0,1.8,10.4,0.3,3.4,0.4,0.5,14.4,41.5,14.6,0,0,9.7,0.3,0,2.7,23043,7818,72,24,0.16,0.05,35428,110,0.25,117371,13993,366,44,1.14,0.14,29,28,6,9,35,21,37,3,1,0,0,0,0,6,25,0.72671,0.77563,16.48533249,12.85000038,36.53889847,830.8435059,33.76800156,-1.399999976,35.16800308,16.58466721,26.48533249,26.48533249,5.905333519,1345,137,83,18.01446915,404,287,287,306,SAP 1,1,1,1,1,1,2,2,0,1,1,0,4,3,1,1,1,0,2,2,3,28,CPL,Coastal Plains,5
AR01514,AR,33.05333,-92.11833,1978,37,36,105,200000,76700,56300,76700,91.9851278,Medium,27925.27218,42.9317563,1.262742328,3.374387326,0.618213022,0.281198944,36,0.093732981,6122.8,303.5846898,0.009503788,1.324576693,69.444924,2.415,18.9,2.51,4,9,75,24,1,1.7,11.5,0.1,0.5,0.1,0.3,22.8,35.8,15.9,0,0,8.3,1.6,0,1.4,1098408,404045,38,14,0.09,0.03,1704859,59,0.13,7629451,940474,263,32,1.4,0.18,9,7,7,6,42,26,40,2,3,0,0,0,0,14,44,0.92347,0.92055,17.32900047,12.92800045,39.09992599,766.5551758,33.52799988,0.464000016,33.06399918,17.298666,22.7266674,26.55733299,7.618666649,1388,143,85,15.97446918,398,275,295,382,CPL 3,1,2,1,4,2,0,1,2,1,2,3,2,1,2,1,2,0,3,1,3,34,CPL,Coastal Plains,8
AR00042,AR,35.1335,-92.43353,1956,59,23.5,34,4295,19514,10600,19514,5.64132284,Small,28.48989,18.01550815,2.139690362,13.99853314,1.377870935,1.787046784,23.5,0.595682261,,5.050215208,0.159203516,0.431462422,13.074888,2.926,90.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.08033371,12.91799927,35.9913063,853.2922974,33.76399994,-2.128000021,35.89199829,16.16600037,25.59933281,26.36199951,5.213999748,1255,130,77,19.22212219,372,257,263,286,SAP 1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,14,SAP,Southern Appalachians,1
AR00378,AR,36.05023,-91.13342,1962,53,46,46,6830,16857,6440,16857,2.27433532,Small,40.144845,23.95123858,4.48018162,29.99459306,3.015157461,1.956169113,46,0.652056371,,17.65124555,0.537249883,0.28631,7.9436112,2.224,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.11450005,12.83100033,34.76858902,886.1217651,33.58000183,-3.32400012,36.90400314,15.06799984,25.82133293,25.82133293,3.828666687,1204,126,81,18.92779541,365,244,244,284,SAP 4,0,4,3,1,1,1,0,1,3,0,0,1,0,0,4,0,0,1,1,3,24,CPL,Coastal Plains,5
AR00064,AR,34.95015,-92.40008,1950,65,8,16,7535,40200,21440,40200,27.113962,Medium,0,91.45595668,4.954620516,5.999986226,3.458239794,2.249994835,8,0.749998278,,0,0.031125359,1.025264901,26.4458112,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.21866608,12.57600021,35.80050278,833.8188477,33.54800034,-1.580000043,35.12800217,16.29133224,25.55666733,26.25866699,5.576666832,1272,135,78,19.25654221,379,258,265,292,SAP 1,1,1,1,1,2,2,1,0,1,2,0,4,4,0,1,1,0,2,1,1,26,SAP,Southern Appalachians,1
AR01200,AR,34.21,-94.23,1975,40,143,160,272700,221800,33100,221800,5.260918,Small,701.88729,0,0,170.6149929,0,3.579335516,143,1.193111839,,133.4153846,2.009310387,0.128855045,40.828188,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.02816582,13.37766647,37.92715454,814.1453247,33.2840004,-1.988000035,35.27199936,15.74200058,5.742000103,25.84066772,5.742000103,1387,168,73,22.39877892,434,290,300,290,SAP 1,0,2,3,2,1,1,3,0,2,1,0,0,2,1,0,0,0,0,3,0,21,SAP,Southern Appalachians,1
AR00081,AR,34.85006,-92.48339,1957,58,62,67,8628,220000,221000,221000,36.017054,Medium,355.605627,99.65692752,4.684338722,24.83140367,0.365580572,1.201519532,62,0.400506511,204.981,9.873258427,0.111765504,0.132124635,272.59908,36.289,,1.3,1,11,78,20,2,10.4,0.3,0,0,0,0.1,33.3,32.7,20.7,0,0,1.8,0.2,0,0.5,25655,3481,72,10,0.16,0.02,38700,109,0.24,56023,1254,157,4,0.31,0.01,6,8,4,5,50,37,72,1,1,0,0,0,0,1,13,0.94961,0.95859,16.26849937,12.64299965,36.05281067,832.9539795,33.61999893,-1.447999954,35.06800079,16.29066658,25.60733414,26.3093338,5.657333374,1287,135,79,19.05098724,386,265,270,294,SAP 1,1,0,0,2,2,2,3,1,1,2,0,1,3,0,0,0,0,0,1,1,20,SAP,Southern Appalachians,1
AR00173,AR,35.525,-92,1962,53,229,246,287000,2844000,1910000,2844000,127.3142156,Large,2968.12854,471.9112905,11.79822868,90.40030105,0.200306429,1.18428342,229,0.39476114,1929.61,23.31341386,0.216417328,0.054039512,2355.9468,125.673,,2.09,3,11,63,36,1,4.6,0.3,0.1,0.3,0,0.1,50.5,9.4,21.4,0.1,0,12.6,0.4,0,0.1,225330,32258,73,10,0.15,0.02,303596,98,0.2,769315,57031,248,18,0.45,0.04,7,6,9,7,30,30,26,0,0,0,0,0,0,24,61,0.9186,0.93617,15.36733341,12.92533302,35.84396362,853.992981,33.25600052,-2.803999901,36.06000137,15.16466618,25.67933273,25.67933273,4.524666786,1295,140,76,19.31240082,399,271,271,285,SAP 1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,13,SAP,Southern Appalachians,1
AR00833,AR,34.98339,-92.76681,1954,61,20,25,15400,16576,8267,16576,5.0181064,Small,27.453894,22.85711213,2.878367996,13.36771125,2.241513243,2.005156687,20,0.668385562,,5.470967742,0.161193575,0.492107309,10.19717916,5.102,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.18650055,13.22500038,36.89187622,839.9341431,33.90000153,-1.947999954,35.84799957,16.16666603,25.66266632,26.30800056,5.527999878,1265,142,74,20.44486809,391,261,267,285,SAP 1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,14,SAP,Southern Appalachians,1
AR00969,AR,34.70833,-90.695,1938,77,0,42,780,9200,9200,9200,2.1043672,Small,15.53994,47.61879162,9.26003226,17.69226708,4.196221755,,0,,,7.384615385,0.329445309,0.185439217,11.348016,1.994,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.15183258,11.30966663,33.62769699,829.9336548,32.7519989,-0.879999995,33.63199997,16.11600113,21.93599892,26.10666656,5.539999962,1344,142,77,20.94187546,414,255,274,347,CPL 1,2,1,1,1,1,0,2,0,0,1,0,0,1,1,1,1,1,0,0,0,14,CPL,Coastal Plains,1
